"cod_proposta","cod_cliente","cod_colaborador","data_entrada_proposta","taxa_juros_mensal","valor_proposta","valor_financiamento","valor_entrada","valor_prestacao","quantidade_parcelas","carencia","status_proposta"
"1078","395","54","2014-02-19 03:14:51+00:00","0.0244","39138.66","49429.78","10291.12","20288.44","2","5","Validação documentos"
"1627","651","54","2010-09-11 16:37:09+00:00","0.0229","102199.63","152867.12","50667.49","2579.76","105","1","Validação documentos"
"1677","881","54","2022-04-06 04:53:30+00:00","0.0117","130962.24","236449.64","105487.4","2162.43","106","5","Validação documentos"
"1748","7","54","2013-09-23 09:38:22+00:00","0.0187","28240.99","41620.86","13379.87","947.36","44","6","Validação documentos"
"1047","166","55","2018-02-13 23:05:51+00:00","0.0141","25122.99","32393.19","7270.2","1032.8","30","5","Validação documentos"
"1225","589","55","2010-02-12 20:15:46+00:00","0.0169","79199.41","157968.47","78769.06","1634.22","102","4","Validação documentos"
"1943","937","55","2010-04-15 13:27:17+00:00","0.0119","160604.93","216225.23","55620.3","3599.4","64","0","Validação documentos"
"237","862","56","2018-05-15 03:08:54+00:00","0.011","78874.82","115096.34","36221.52","1944.94","54","1","Validação documentos"
"238","201","56","2020-03-29 11:46:53+00:00","0.0189","71355.92","90989.6","19633.68","1529.58","114","6","Validação documentos"
"507","52","56","2012-04-24 03:31:44+00:00","0.0151","89815.73","144180.4","54364.67","1882.95","85","3","Validação documentos"
"589","319","56","2017-11-24 00:10:02+00:00","0.0115","75760.5","108888.98","33128.48","2000.81","50","2","Validação documentos"
"753","867","56","2020-10-17 04:01:09+00:00","0.0118","71643.04","94801.74","23158.7","2350.44","38","3","Validação documentos"
"1520","510","56","2012-10-14 20:52:48+00:00","0.018","112487.74","224818.4","112330.66","4359.84","35","6","Validação documentos"
"1891","188","56","2016-11-18 07:56:20+00:00","0.0139","90814.59","160733.9","69919.31","3156.13","37","0","Validação documentos"
"196","818","57","2017-03-14 21:57:22+00:00","0.0084","71001.68","140713.99","69712.31","1201.54","82","5","Validação documentos"
"1167","204","57","2014-06-18 10:14:22+00:00","0.0111","132997.94","170799.29","37801.35","2233.34","98","3","Validação documentos"
"911","124","58","2019-05-26 21:22:38+00:00","0.0088","23833.83","28268.19","4434.36","332.03","114","0","Validação documentos"
"1151","200","58","2015-05-19 07:38:06+00:00","0.023","41882.61","55429.71","13547.1","1523.44","44","1","Validação documentos"
"1441","342","58","2021-02-26 21:19:33+00:00","0.0239","35917.27","55694.86","19777.59","968.7","92","4","Validação documentos"
"657","782","59","2015-11-04 16:57:19+00:00","0.0158","100683.18","172385.57","71702.39","1963.49","106","4","Validação documentos"
"846","817","59","2020-06-02 10:09:57+00:00","0.0166","75574.24","92324.12","16749.88","2750.01","37","3","Validação documentos"
"1001","382","59","2022-11-23 00:22:52+00:00","0.0173","48982.13","63327.36","14345.23","1403.08","54","6","Validação documentos"
"1173","484","59","2016-12-10 20:34:20+00:00","0.008","98816.89","164708.79","65891.9","1324.58","114","0","Validação documentos"
"271","371","60","2017-03-07 13:37:47+00:00","0.0115","98377.84","194572.02","96194.18","2423.53","55","4","Validação documentos"
"541","975","60","2019-05-14 08:49:23+00:00","0.0172","155677.25","195077.87","39400.62","3107.45","116","2","Validação documentos"
"171","287","61","2012-08-25 06:18:44+00:00","0.0202","65243.9","81561.96","16318.06","1549.75","95","5","Validação documentos"
"732","446","61","2018-01-27 18:07:51+00:00","0.0232","3643.83","4746.41","1102.58","101.04","79","6","Validação documentos"
"847","340","61","2012-01-13 07:08:25+00:00","0.0216","147145.05","242003.35","94858.3","10433.92","17","6","Validação documentos"
"871","204","61","2015-07-24 17:40:27+00:00","0.0112","111999.04","141174.23","29175.19","4989.16","26","5","Validação documentos"
"1202","727","61","2013-07-10 21:51:09+00:00","0.0196","78432.3","151023.86","72591.56","7398.32","12","2","Validação documentos"
"1364","106","61","2018-01-07 19:05:43+00:00","0.0223","172984.9","216795.47","43810.57","4521.21","87","6","Validação documentos"
"1389","816","61","2013-04-05 16:23:26+00:00","0.0176","23214.49","41458.0","18243.51","470.79","116","6","Validação documentos"
"1637","624","61","2016-08-07 01:58:15+00:00","0.0081","67980.47","111265.8","43285.33","2184.61","36","6","Validação documentos"
"617","410","62","2014-09-26 14:31:38+00:00","0.0151","19352.04","37225.21","17873.17","439.33","73","5","Validação documentos"
"695","583","62","2021-11-03 15:35:10+00:00","0.0203","155637.62","191034.54","35396.92","9176.8","21","4","Validação documentos"
"817","974","62","2015-02-23 09:09:08+00:00","0.0169","37342.07","46838.35","9496.28","1157.75","47","1","Validação documentos"
"1297","736","62","2019-01-14 20:56:39+00:00","0.0182","78684.07","96060.85","17376.78","1621.64","119","4","Validação documentos"
"1412","29","62","2016-05-27 16:21:41+00:00","0.0133","89540.98","108788.44","19247.46","1712.27","90","4","Validação documentos"
"1858","756","62","2019-07-31 00:16:19+00:00","0.0198","95566.49","122175.94","26609.45","6363.28","18","1","Validação documentos"
"17","543","63","2019-05-27 06:18:08+00:00","0.0237","35834.33","65794.08","29959.75","907.86","117","1","Validação documentos"
"160","609","63","2014-01-29 11:33:43+00:00","0.0135","12591.13","17199.61","4608.48","301.08","62","5","Validação documentos"
"356","102","63","2019-04-01 15:30:13+00:00","0.0089","158206.13","224611.67","66405.54","3757.2","53","5","Validação documentos"
"663","498","63","2015-05-24 02:17:25+00:00","0.0249","165367.65","247848.06","82480.41","12657.14","16","1","Validação documentos"
"727","457","63","2016-10-03 05:45:39+00:00","0.0111","92949.74","163489.66","70539.92","1719.65","83","3","Validação documentos"
"894","260","63","2010-05-30 22:47:11+00:00","0.0126","90752.09","128050.14","37298.05","7111.48","14","2","Validação documentos"
"1399","331","63","2022-08-10 19:11:34+00:00","0.0182","146571.59","247210.52","100638.93","4239.91","55","2","Validação documentos"
"499","378","64","2019-10-05 04:24:14+00:00","0.0204","43067.45","53713.47","10646.02","14945.47","3","2","Validação documentos"
"764","693","64","2019-06-04 22:03:24+00:00","0.0127","94354.88","121454.58","27099.7","2042.71","70","5","Validação documentos"
"985","123","64","2010-05-31 22:39:53+00:00","0.0114","54182.11","68353.22","14171.11","942.36","94","6","Validação documentos"
"1075","647","64","2011-10-03 05:49:21+00:00","0.0139","28527.4","41765.89","13238.49","651.27","68","3","Validação documentos"
"1111","866","64","2020-02-29 21:24:08+00:00","0.0162","170587.19","205008.03","34420.84","4227.09","66","1","Validação documentos"
"1192","258","64","2020-10-29 04:45:35+00:00","0.0098","79972.88","128911.67","48938.79","1360.47","88","0","Validação documentos"
"1986","767","64","2022-06-21 02:05:33+00:00","0.0123","107348.68","182012.52","74663.84","3288.05","42","2","Validação documentos"
"1992","772","64","2016-06-19 04:40:32+00:00","0.0134","48615.2","84580.69","35965.49","2671.36","21","6","Validação documentos"
"466","429","65","2012-11-30 22:23:32+00:00","0.0165","176947.37","243282.66","66335.29","6427.96","37","4","Validação documentos"
"474","247","65","2018-06-14 14:50:52+00:00","0.0187","160135.89","194338.25","34202.36","3539.35","101","6","Validação documentos"
"720","792","65","2013-09-08 07:06:22+00:00","0.0152","160577.96","202934.93","42356.97","4805.87","47","4","Validação documentos"
"797","303","65","2019-07-22 22:34:36+00:00","0.0195","83840.04","141952.08","58112.04","1817.43","119","1","Validação documentos"
"1298","427","65","2014-09-22 17:06:45+00:00","0.0223","80972.79","138074.27","57101.48","1976.58","111","1","Validação documentos"
"1811","772","65","2018-05-30 23:49:59+00:00","0.0165","126627.65","194956.96","68329.31","5385.47","30","2","Validação documentos"
"35","72","66","2020-04-06 01:33:38+00:00","0.0112","4518.38","5668.8","1150.42","194.85","27","6","Validação documentos"
"1052","519","66","2017-01-15 21:55:52+00:00","0.0122","134593.16","185262.8","50669.64","3779.7","47","4","Validação documentos"
"1072","650","66","2012-11-08 17:36:52+00:00","0.017","5222.65","9443.42","4220.77","703.75","8","3","Validação documentos"
"1480","453","66","2010-12-22 23:27:57+00:00","0.0189","37387.58","66916.64","29529.06","3270.69","13","3","Validação documentos"
"1576","843","66","2012-09-07 20:07:09+00:00","0.0131","142097.95","227374.9","85276.95","7783.88","21","3","Validação documentos"
"1710","483","66","2015-05-16 08:45:18+00:00","0.0128","107807.31","215518.86","107711.55","1763.15","120","3","Validação documentos"
"1978","443","66","2021-07-12 20:46:07+00:00","0.0095","42019.74","51632.31","9612.57","771.9","77","1","Validação documentos"
"1997","100","66","2010-10-13 20:57:25+00:00","0.0243","114705.96","183412.54","68706.58","3030.98","105","2","Validação documentos"
"384","521","67","2015-08-17 20:53:25+00:00","0.0165","126905.43","198751.32","71845.89","3747.18","50","1","Validação documentos"
"1003","510","67","2011-04-12 13:03:18+00:00","0.0169","53343.51","90077.73","36734.22","4310.72","14","4","Validação documentos"
"1506","967","67","2015-04-10 01:24:20+00:00","0.0164","21632.99","31454.17","9821.18","1548.2","16","0","Validação documentos"
"1712","398","67","2014-04-18 03:30:23+00:00","0.0248","62315.23","77901.3","15586.07","3989.8","20","3","Validação documentos"
"44","783","68","2010-08-29 02:38:52+00:00","0.0125","161718.07","215887.8","54169.73","10618.45","17","1","Validação documentos"
"245","253","68","2020-07-03 09:25:31+00:00","0.0162","19945.24","23755.74","3810.5","4184.99","5","4","Validação documentos"
"341","903","68","2016-10-11 17:58:51+00:00","0.0114","121703.01","154883.11","33180.1","123090.43","1","2","Validação documentos"
"692","315","68","2020-08-22 22:06:53+00:00","0.0155","136288.52","205051.67","68763.15","2531.02","117","4","Validação documentos"
"931","39","68","2013-02-12 09:17:56+00:00","0.0201","62881.0","120235.95","57354.95","1499.51","93","2","Validação documentos"
"1324","545","68","2022-01-14 04:55:43+00:00","0.015","98895.85","188489.14","89593.29","3575.32","36","5","Validação documentos"
"1419","104","68","2021-06-25 03:25:39+00:00","0.0221","1208.69","1608.9","400.21","30.95","91","4","Validação documentos"
"1592","357","68","2020-02-08 17:56:18+00:00","0.0109","179134.54","239219.58","60085.04","10016.99","20","6","Validação documentos"
"502","445","69","2020-09-06 04:47:20+00:00","0.0222","24748.49","40543.55","15795.06","8618.46","3","3","Validação documentos"
"659","520","69","2020-05-03 03:03:39+00:00","0.012","20736.8","35307.54","14570.74","1617.95","14","3","Validação documentos"
"990","496","69","2014-08-18 02:42:54+00:00","0.0089","111385.36","146883.76","35498.4","22875.38","5","5","Validação documentos"
"1091","967","69","2014-12-02 17:51:49+00:00","0.0085","90643.97","136585.04","45941.07","1552.73","81","4","Validação documentos"
"1789","467","69","2013-12-07 08:40:25+00:00","0.0185","119494.48","172453.13","52958.65","3200.97","64","1","Validação documentos"
"1953","451","70","2019-11-18 18:49:06+00:00","0.0146","76753.48","132048.13","55294.65","1451.55","102","1","Validação documentos"
"772","67","71","2014-06-15 13:44:56+00:00","0.0204","172345.42","225537.64","53192.22","4066.6","99","6","Validação documentos"
"1056","857","71","2012-10-17 12:05:28+00:00","0.0233","7978.49","13850.05","5871.56","212.65","90","0","Validação documentos"
"1086","697","71","2010-11-30 10:23:32+00:00","0.0084","39829.41","47152.24","7322.83","598.01","98","6","Validação documentos"
"1536","197","71","2021-10-19 04:18:17+00:00","0.0087","115504.69","220508.17","105003.48","1816.57","93","4","Validação documentos"
"1706","790","71","2015-03-28 23:40:51+00:00","0.0186","89739.3","140752.04","51012.74","2920.05","46","1","Validação documentos"
"959","274","72","2016-11-28 15:42:34+00:00","0.0209","8101.37","13208.09","5106.72","1450.7","6","0","Validação documentos"
"963","328","72","2012-04-27 10:41:18+00:00","0.0104","134884.6","213373.63","78489.03","136287.4","1","5","Validação documentos"
"989","572","72","2014-03-21 06:34:00+00:00","0.0186","107061.69","155623.0","48561.31","2449.15","91","3","Validação documentos"
"1369","338","72","2013-08-30 11:18:10+00:00","0.0128","42079.17","81806.23","39727.06","1912.89","26","3","Validação documentos"
"1584","322","72","2014-12-31 01:15:41+00:00","0.0203","35841.42","64959.17","29117.75","863.51","92","6","Validação documentos"
"16","981","73","2020-11-23 10:51:35+00:00","0.0092","38057.26","74565.7","36508.44","1118.48","41","4","Validação documentos"
"138","490","73","2021-01-26 19:49:48+00:00","0.0105","7254.41","8976.72","1722.31","130.4","84","4","Validação documentos"
"579","407","73","2015-04-19 23:00:07+00:00","0.0115","90329.73","156474.35","66144.62","2196.74","56","2","Validação documentos"
"601","652","73","2017-08-26 01:16:31+00:00","0.0221","17368.03","21074.37","3706.34","437.49","96","5","Validação documentos"
"765","313","73","2012-08-08 12:16:18+00:00","0.0189","88232.11","162005.1","73772.99","5828.5","18","1","Validação documentos"
"947","140","73","2021-08-15 04:03:02+00:00","0.0105","137099.43","184068.72","46969.29","2501.99","82","2","Validação documentos"
"999","104","73","2015-11-08 19:24:08+00:00","0.0249","28303.16","53128.03","24824.87","1079.73","43","1","Validação documentos"
"1037","442","73","2022-01-20 05:30:48+00:00","0.0156","144531.28","188545.92","44014.64","5171.01","37","0","Validação documentos"
"1153","501","73","2020-05-12 00:10:40+00:00","0.022","2353.7","3488.27","1134.57","69.4","63","3","Validação documentos"
"1588","889","73","2011-07-23 03:55:31+00:00","0.0146","19969.46","28148.71","8179.25","3500.37","6","0","Validação documentos"
"1667","684","73","2013-11-18 00:51:25+00:00","0.012","118073.18","178655.96","60582.78","2710.79","62","6","Validação documentos"
"887","989","74","2020-06-23 04:56:07+00:00","0.0186","14742.67","18687.04","3944.37","328.12","98","0","Validação documentos"
"1825","430","74","2013-07-27 15:55:08+00:00","0.0188","191084.08","230874.08","39790.0","4070.35","115","3","Validação documentos"
"1993","765","74","2016-12-22 19:26:50+00:00","0.0161","156096.67","195335.64","39238.97","3138.54","101","1","Validação documentos"
"99","588","76","2019-04-06 06:48:25+00:00","0.0218","49638.64","98332.09","48693.45","1242.24","95","0","Validação documentos"
"489","42","76","2020-04-13 00:38:28+00:00","0.012","17452.67","28326.94","10874.27","628.16","34","1","Validação documentos"
"538","457","76","2014-08-04 17:25:14+00:00","0.01","149087.74","177171.7","28083.96","3690.82","52","2","Validação documentos"
"729","768","76","2014-09-11 05:29:49+00:00","0.0179","86828.39","107021.35","20192.96","1828.1","107","2","Validação documentos"
"806","433","76","2016-08-09 07:16:08+00:00","0.0105","86911.4","152189.73","65278.33","1665.59","76","1","Validação documentos"
"909","177","76","2016-12-24 09:40:10+00:00","0.0211","35356.98","61462.35","26105.37","1027.61","62","6","Validação documentos"
